strategy_id,side,entry_family,entry_description,entry_params,exit_id,exit_mode,tp_atr,sl_atr,tp_pct,sl_pct,tp2_pct,leg1_fraction,trail_pct,confirm_bars,time_stop_bars,coverage_grade,result_grade,universe_size,eligible_symbols,opportunity_symbols,traded_symbols,traded_over_eligible,traded_over_opportunity,top_symbol_share,top_5_symbol_share,unique_days,train_traded_symbols,dev_traded_symbols,final_holdout_traded_symbols,raw_trades,raw_mean_pct,raw_wr,monthly,sum_return_pct,train_mean_pct,train_wr,dev_mean_pct,dev_wr,final_holdout_mean_pct,final_holdout_wr,portfolio_5_max_dd_pct,portfolio_5_sum_pct,portfolio_5_closed_trades,portfolio_10_max_dd_pct,portfolio_10_sum_pct,portfolio_10_closed_trades,with_bwe_trades,with_bwe_mean_pct,with_bwe_wr,bwe_dependent,signals,selected_symbols_count,mps,period_cap,model_seed,base_target_pct,base_adverse_floor,source_file,entry_key,worst_split_mean_pct,hard_gate_recalc,paper_priority_score
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp230.0_sl8.0_tr8.0_f0.15_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp230.0_sl8.0_tr8.0_f0.15_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,8.0,30.0,0.15,8.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,7.144888877868652,0.864,362.5215387025309,2679.333251953125,7.684846878051758,0.8771331058020477,5.073525428771973,0.8125,10.895492553710938,1.0,-14.231924181919808,644.996618643403,117,-14.231924181919808,1157.2361015677452,181,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,5.073525428771973,True,31.110012544225977
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp230.0_sl8.0_tr8.0_f0.1_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp230.0_sl8.0_tr8.0_f0.1_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,8.0,30.0,0.1,8.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,7.183840274810791,0.864,362.5215387025309,2693.940185546875,7.735327243804932,0.8771331058020477,5.067049503326416,0.8125,11.062629699707031,1.0,-14.25579790689343,646.4392230063677,117,-14.25579790689342,1164.095097541809,181,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,5.067049503326416,True,31.43781091077261
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp220.0_sl8.0_tr8.0_f0.25_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp220.0_sl8.0_tr8.0_f0.25_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,8.0,20.0,0.25,8.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,7.158331871032715,0.864,362.5215387025309,2684.37451171875,7.713770389556885,0.8771331058020477,5.038968086242676,0.8125,10.56121826171875,1.0,-14.184177492694182,644.2847602516413,118,-14.184177492694182,1135.6771424412727,183,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,5.038968086242676,True,30.406906617712306
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__scale_tp8.0_tp220.0_sl8.0_f0.25_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",scale_tp8.0_tp220.0_sl8.0_f0.25_c1_t1440,scaleout_pct,0.0,0.0,8.0,8.0,20.0,0.25,,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,7.306240081787109,0.864,362.5215387025309,2739.840087890625,7.905170917510986,0.8771331058020477,5.031280517578125,0.8125,10.56121826171875,1.0,-18.70871926184413,668.971067994833,114,-18.70871926184411,1185.955740109086,178,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,5.031280517578125,True,30.399219049047755
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp220.0_sl8.0_tr8.0_f0.15_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp220.0_sl8.0_tr8.0_f0.15_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,8.0,20.0,0.15,8.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,7.248416900634766,0.864,362.5215387025309,2718.15625,7.832049369812012,0.8771331058020477,5.01968240737915,0.8125,10.895492553710938,1.0,-14.231924181919808,646.2391418367624,118,-14.231924181919808,1147.8647412657738,183,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,5.01968240737915,True,31.056169522833155
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp220.0_sl8.0_tr8.0_f0.1_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp220.0_sl8.0_tr8.0_f0.1_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,8.0,20.0,0.1,8.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,7.293458461761475,0.864,362.5215387025309,2735.046875,7.891189098358154,0.8771331058020477,5.01003885269165,0.8125,11.062629699707031,1.0,-14.255797906893442,647.2163016349077,118,-14.255797906893408,1153.9584765434265,183,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,5.01003885269165,True,31.380800260137843
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp250.0_sl6.0_tr8.0_f0.25_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp250.0_sl6.0_tr8.0_f0.25_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,6.0,50.0,0.25,8.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,6.861630439758301,0.856,362.5215387025309,2573.111328125,7.347847938537598,0.8703071672354948,4.988365650177002,0.8,10.56121826171875,1.0,-12.742107516113643,677.028658464551,120,-12.742107516113633,1121.181284248829,182,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,4.988365650177002,True,30.34430418164663
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp250.0_sl6.0_tr8.0_f0.15_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp250.0_sl6.0_tr8.0_f0.15_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,6.0,50.0,0.15,8.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,6.917779922485352,0.856,362.5215387025309,2594.16748046875,7.420438289642334,0.8703071672354948,4.977346897125244,0.8,10.895492553710938,1.0,-12.742107516113643,679.9888219386339,120,-12.742107516113666,1135.0310341715813,182,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,4.977346897125244,True,31.00183401257925
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp230.0_sl6.0_tr8.0_f0.25_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp230.0_sl6.0_tr8.0_f0.25_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,6.0,30.0,0.25,8.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,7.024788856506348,0.856,362.5215387025309,2634.2958984375,7.560628414154053,0.8703071672354948,4.973867416381836,0.8,10.56121826171875,1.0,-12.742107516113666,692.1537919789553,120,-12.742107516113643,1143.8162515759468,184,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,4.973867416381836,True,30.329805947851465
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp250.0_sl6.0_tr8.0_f0.1_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp250.0_sl6.0_tr8.0_f0.1_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,6.0,50.0,0.1,8.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,6.945854187011719,0.856,362.5215387025309,2604.6953125,7.456734657287598,0.8703071672354948,4.971837520599365,0.8,11.062629699707031,1.0,-12.742107516113633,681.4688723236322,120,-12.742107516113654,1141.9558461904526,182,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,4.971837520599365,True,31.330598928045557
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp220.0_sl10.0_tr3.0_f0.25_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp220.0_sl10.0_tr3.0_f0.25_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,10.0,20.0,0.25,3.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,6.757215976715088,0.8693333333333333,362.5215387025309,2533.9560546875,7.220327377319336,0.8805460750853242,4.965968608856201,0.825,10.56121826171875,1.0,-12.369442510338205,817.3944699913263,142,-12.369442510338205,1130.1005893349648,194,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,4.965968608856201,True,30.34190714032583
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp230.0_sl10.0_tr3.0_f0.25_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp230.0_sl10.0_tr3.0_f0.25_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,10.0,30.0,0.25,3.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,6.741761684417725,0.8693333333333333,362.5215387025309,2528.16064453125,7.200547695159912,0.8805460750853242,4.965968608856201,0.825,10.56121826171875,1.0,-12.36944251033819,816.0411956459284,142,-12.369442510338205,1128.7473149895668,194,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,4.965968608856201,True,30.34190714032583
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp250.0_sl10.0_tr3.0_f0.25_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp250.0_sl10.0_tr3.0_f0.25_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,10.0,50.0,0.25,3.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,6.741761684417725,0.8693333333333333,362.5215387025309,2528.16064453125,7.200547695159912,0.8805460750853242,4.965968608856201,0.825,10.56121826171875,1.0,-12.36944251033819,816.0411956459284,142,-12.369442510338205,1128.7473149895668,194,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,4.965968608856201,True,30.34190714032583
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp230.0_sl6.0_tr8.0_f0.15_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp230.0_sl6.0_tr8.0_f0.15_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,6.0,30.0,0.15,8.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,7.102692604064941,0.856,362.5215387025309,2663.509765625,7.661589622497559,0.8703071672354948,4.960915565490723,0.8,10.895492553710938,1.0,-12.742107516113654,697.1306428462267,120,-12.742107516113633,1158.5184258818626,184,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,4.960915565490723,True,30.985402680944727
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp230.0_sl6.0_tr8.0_f0.1_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp230.0_sl6.0_tr8.0_f0.1_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,6.0,30.0,0.1,8.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,7.141644477844238,0.856,362.5215387025309,2678.11669921875,7.712069034576416,0.8703071672354948,4.954439640045166,0.8,11.062629699707031,1.0,-12.742107516113643,699.6190321594477,120,-12.742107516113633,1165.8694491386414,184,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,4.954439640045166,True,31.313201047491358
L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3__trail_tp8.0_tp220.0_sl10.0_tr3.0_f0.15_c1_t1440,long,long_live_aligned_symbol_quota_filter,"Targeted exact pass entry: symbol quota with 30d per-symbol cap, train+dev calibrated.","{""adverse_floor"": -4.0, ""diversity_tag"": ""P30C3"", ""filter_tag"": ""ALL"", ""horizon_bars"": 288, ""model_epochs"": 32, ""model_seed"": 1706, ""monthly_per_symbol"": 3.0, ""period_cap"": 3, ""period_days"": 30, ""picks_per_symbol_train_dev"": 3, ""selected_symbols"": 125, ""target_pct"": 8.0}",trail_tp8.0_tp220.0_sl10.0_tr3.0_f0.15_c1_t1440,scaleout_trail_pct,0.0,0.0,8.0,10.0,20.0,0.15,3.0,1,1440,strong-general,CANDIDATE,498,498,125,125,0.251004016064257,1.0,0.008,0.04,25,114,44,1,375,6.786816596984863,0.8693333333333333,362.5215387025309,2545.05615234375,7.26643180847168,0.8805460750853242,4.927510738372803,0.825,10.895492553710938,1.0,-12.369442510338205,818.5960495620966,142,-12.369442510338205,1134.6636782288551,194,0,0.0,0.0,False,390,125,3.0,3,1706,8.0,-4.0,strict_long_t8a4_s1706_pass_entries_exit_sweep.csv,L_LIVEF_T8_A4_S1706_SEL125_MPS3_ALL_P30C3,4.927510738372803,True,30.971997853826807
