discovery_id,hypothesis_id,discovery_type,entry_family,exit_family,direction,sample_tier,discovery_score,decision,rationale,next_action
DISC_5f198b588f7e,HYP_c984bb352d,complete_strategy,premium_basis_overheat,indicator_invalidation,long,higher_confidence_watchlist,0.8409321664044944,watchlist_needs_ablation,Combined module premium_basis_overheat/30s/indicator_invalidation/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_9c009a37dbad,HYP_b2ca5a77a3,entry,premium_basis_overheat,ANY,long,higher_confidence_watchlist,0.8162563049503029,watchlist_needs_ablation,Entry family premium_basis_overheat with timing 30s and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_feee62fe1eab,HYP_a5add7218f,entry,oi_funding_continuation,ANY,long,higher_confidence_watchlist,0.8149616982969798,watchlist_needs_ablation,Entry family oi_funding_continuation with timing 30s and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_eb17ac95eaf9,HYP_c3c0449ddf,complete_strategy,freshness_strict_confirmation,breakeven_ratchet,long,higher_confidence_watchlist,0.809280164524266,watchlist_needs_ablation,Combined module freshness_strict_confirmation/30s/breakeven_ratchet/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_a2979f0ce27f,HYP_40cb1e9511,complete_strategy,premium_basis_overheat,state_machine,long,higher_confidence_watchlist,0.8062045580022832,watchlist_needs_ablation,Combined module premium_basis_overheat/30s/state_machine/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_c280397669d1,HYP_96fb583667,complete_strategy,oi_funding_continuation,breakeven_ratchet,long,higher_confidence_watchlist,0.8057287754778393,watchlist_needs_ablation,Combined module oi_funding_continuation/1m/breakeven_ratchet/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_ea0d2be05a53,HYP_0bc89253af,complete_strategy,premium_basis_overheat,breakeven_ratchet,long,higher_confidence_watchlist,0.8020256755583183,watchlist_needs_ablation,Combined module premium_basis_overheat/30s/breakeven_ratchet/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_6e074fa4b9a2,HYP_bb1fb15b32,complete_strategy,premium_basis_overheat,runner_trail,long,higher_confidence_watchlist,0.8005717697698744,watchlist_needs_ablation,Combined module premium_basis_overheat/30s/runner_trail/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_adc6ee18a57c,HYP_bdef076c7d,complete_strategy,oi_funding_continuation,breakeven_ratchet,long,higher_confidence_watchlist,0.7987907004917061,watchlist_needs_ablation,Combined module oi_funding_continuation/30s/breakeven_ratchet/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_f283c1859f32,HYP_f69f5554cf,complete_strategy,oi_funding_continuation,runner_trail,long,higher_confidence_watchlist,0.7958585422290209,watchlist_needs_ablation,Combined module oi_funding_continuation/1m/runner_trail/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_0ef7fb5ac47c,HYP_5535c835bc,exit,ANY,indicator_invalidation,long,higher_confidence_watchlist,0.7946505739506172,watchlist_needs_ablation,Exit family indicator_invalidation is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_6e94ae76384a,HYP_0b7b2a6bd0,complete_strategy,freshness_strict_confirmation,time_decay,long,higher_confidence_watchlist,0.7913110565269461,watchlist_needs_ablation,Combined module freshness_strict_confirmation/30s/time_decay/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_687a48717d4c,HYP_f4346d6e56,complete_strategy,contrarian_crash_fade,indicator_invalidation,long,higher_confidence_watchlist,0.7908489999697885,watchlist_needs_ablation,Combined module contrarian_crash_fade/30s/indicator_invalidation/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_0f0689260a23,HYP_85da119339,exit,ANY,breakeven_ratchet,long,higher_confidence_watchlist,0.7839255541030238,watchlist_needs_ablation,Exit family breakeven_ratchet is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_25fdbe83bf43,HYP_0b32b9656d,complete_strategy,freshness_strict_confirmation,failed_continuation,long,validated_watchlist,0.7804094087026359,watchlist_needs_ablation,Combined module freshness_strict_confirmation/30s/failed_continuation/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_b619f70f81b5,HYP_6e7d9b157c,complete_strategy,freshness_strict_confirmation,state_machine,long,higher_confidence_watchlist,0.7792307542315623,watchlist_needs_ablation,Combined module freshness_strict_confirmation/30s/state_machine/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_4bc64b098aeb,HYP_1a30725f2e,complete_strategy,state_machine_runner,state_machine,long,higher_confidence_watchlist,0.775561880805416,watchlist_needs_ablation,Combined module state_machine_runner/T0/state_machine/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_046e6d511894,HYP_5e384c227c,complete_strategy,contrarian_crash_fade,breakeven_ratchet,long,higher_confidence_watchlist,0.7755226203632799,watchlist_needs_ablation,Combined module contrarian_crash_fade/30s/breakeven_ratchet/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_5dfc58591c2e,HYP_84d4255357,entry,oi_funding_continuation,ANY,long,higher_confidence_watchlist,0.7742922832832219,watchlist_needs_ablation,Entry family oi_funding_continuation with timing 1m and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_07503f15cb38,HYP_966f3236fe,complete_strategy,state_machine_runner,indicator_invalidation,long,higher_confidence_watchlist,0.7736158980846423,watchlist_needs_ablation,Combined module state_machine_runner/T0/indicator_invalidation/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_40104f1b66ba,HYP_eba4301ccf,exit,ANY,state_machine,long,higher_confidence_watchlist,0.7728226235973807,watchlist_needs_ablation,Exit family state_machine is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_6dc31ccd6aca,HYP_dd95cddc95,exit,ANY,runner_trail,long,higher_confidence_watchlist,0.7720045333424832,watchlist_needs_ablation,Exit family runner_trail is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_86763852d1b6,HYP_815882af7c,complete_strategy,contrarian_crash_fade,runner_trail,long,higher_confidence_watchlist,0.7710454629556855,watchlist_needs_ablation,Combined module contrarian_crash_fade/30s/runner_trail/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_3f97091ffe8c,HYP_31d09a8e07,complete_strategy,contrarian_crash_fade,state_machine,long,higher_confidence_watchlist,0.770230974121287,watchlist_needs_ablation,Combined module contrarian_crash_fade/30s/state_machine/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_f2911048a255,HYP_2c74540d1e,exit,ANY,failed_continuation,long,validated_watchlist,0.7677877649312729,watchlist_needs_ablation,Exit family failed_continuation is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_329e771064e8,HYP_302c7a54a6,complete_strategy,state_machine_runner,breakeven_ratchet,long,higher_confidence_watchlist,0.7641565548724947,watchlist_needs_ablation,Combined module state_machine_runner/T0/breakeven_ratchet/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_3cdad36fe1ab,HYP_0f51fd0626,exit,ANY,time_decay,long,higher_confidence_watchlist,0.7585756088113172,watchlist_needs_ablation,Exit family time_decay is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_d61254830a04,HYP_4dd967bf29,complete_strategy,freshness_strict_confirmation,state_machine,long,higher_confidence_watchlist,0.7580745331993941,watchlist_needs_ablation,Combined module freshness_strict_confirmation/5m/state_machine/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_49d877d79493,HYP_856ea33dd9,entry,oi_funding_continuation,ANY,long,higher_confidence_watchlist,0.7570805599351715,watchlist_needs_ablation,Entry family oi_funding_continuation with timing 1m and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_bf4972114332,HYP_b805f6bcc3,entry,freshness_strict_confirmation,ANY,long,validated_watchlist,0.7535462278451572,watchlist_needs_ablation,Entry family freshness_strict_confirmation with timing 30s and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_9036005f30b9,HYP_a3c2cb5722,entry,contrarian_crash_fade,ANY,long,higher_confidence_watchlist,0.7467189763069702,watchlist_needs_ablation,Entry family contrarian_crash_fade with timing 30s and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_505e6108c030,HYP_705574938f,complete_strategy,oi_funding_continuation,runner_trail,long,exploratory_watchlist,0.7442283880399233,watchlist_needs_ablation,Combined module oi_funding_continuation/3m/runner_trail/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_eb75dc87a2da,HYP_33b1423400,complete_strategy,contrarian_crash_fade,partial_ladder,long,higher_confidence_watchlist,0.7422883482570422,watchlist_needs_ablation,Combined module contrarian_crash_fade/30s/partial_ladder/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_24c85648f6be,HYP_4b69e58a7a,complete_strategy,freshness_strict_confirmation,runner_trail,long,early_alpha,0.7363290463673512,watchlist_needs_ablation,Combined module freshness_strict_confirmation/30s/runner_trail/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_4d0de2372950,HYP_5fd6b284d7,entry,freshness_strict_confirmation,ANY,long,higher_confidence_watchlist,0.7349987959838671,watchlist_needs_ablation,Entry family freshness_strict_confirmation with timing 30s and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_4e12a9da633d,HYP_ee3283d69e,exit,ANY,fixed_tp_sl,long,higher_confidence_watchlist,0.7332570490362335,watchlist_needs_ablation,Exit family fixed_tp_sl is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_5a57cc812e8a,HYP_abc962ffca,exit,ANY,partial_ladder,long,higher_confidence_watchlist,0.7331702073126102,watchlist_needs_ablation,Exit family partial_ladder is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_564349a84ad7,HYP_50d1f97737,complete_strategy,premium_basis_overheat,time_decay,long,higher_confidence_watchlist,0.7312966952884614,watchlist_needs_ablation,Combined module premium_basis_overheat/30s/time_decay/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_b153997dc7fa,HYP_8b460297cd,entry,premium_basis_overheat,ANY,long,higher_confidence_watchlist,0.7266832568793037,watchlist_needs_ablation,Entry family premium_basis_overheat with timing 5m and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_fe954c756de2,HYP_144154e5a2,entry,message_context_breakout,ANY,long,higher_confidence_watchlist,0.7256292262499999,watchlist_needs_ablation,Entry family message_context_breakout with timing 30s and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_b7f80ca16aa1,HYP_48309616f4,entry,message_context_breakout,ANY,long,higher_confidence_watchlist,0.7254987987499999,watchlist_needs_ablation,Entry family message_context_breakout with timing 5m and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_71f25ab768d5,HYP_272341595a,complete_strategy,contrarian_crash_fade,time_decay,long,higher_confidence_watchlist,0.7212461743807977,watchlist_needs_ablation,Combined module contrarian_crash_fade/30s/time_decay/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_22916da62b01,HYP_fb4e2b8d70,exit,ANY,multi_tp_sl,long,higher_confidence_watchlist,0.7210413215248413,watchlist_needs_ablation,Exit family multi_tp_sl is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_c17af138f5a4,HYP_4c319ed632,complete_strategy,state_machine_runner,time_decay,long,higher_confidence_watchlist,0.71947169375,watchlist_needs_ablation,Combined module state_machine_runner/T0/time_decay/long is a complete-strategy candidate for controlled paper validation.,"Freeze this complete module, then mutate only one parameter neighborhood in the next pass."
DISC_86be0270276f,HYP_21c8165df1,entry,liquidity_filtered_momentum,ANY,long,higher_confidence_watchlist,0.714685668115923,watchlist_needs_ablation,Entry family liquidity_filtered_momentum with timing T0 and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_d1215e59153f,HYP_3477c5ddb1,entry,state_machine_runner,ANY,long,higher_confidence_watchlist,0.7141264416066121,watchlist_needs_ablation,Entry family state_machine_runner with timing T0 and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_5e55c79d8228,HYP_0b55c5b2b0,entry,message_context_breakout,ANY,long,higher_confidence_watchlist,0.7110607737499999,watchlist_needs_ablation,Entry family message_context_breakout with timing 30s and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_44d4dfbde89f,HYP_584e171986,entry,cross_channel_continuation,ANY,long,higher_confidence_watchlist,0.7104654004358086,watchlist_needs_ablation,Entry family cross_channel_continuation with timing 1m and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_d74c646bbe04,HYP_856c245d4a,entry,oi_funding_continuation,ANY,long,exploratory_watchlist,0.7070682987021988,watchlist_needs_ablation,Entry family oi_funding_continuation with timing 3m and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_e075b1600a34,HYP_c7658f51ab,exit,ANY,prove_or_exit,long,validated_watchlist,0.7027189349999999,watchlist_needs_ablation,Exit family prove_or_exit is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_b7e5bf65222e,HYP_804289504d,exit,ANY,time_decay,short,exploratory_watchlist,0.7025935124999999,watchlist_needs_ablation,Exit family time_decay is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_aecebeafc62b,HYP_93e66570ad,entry,premium_basis_overheat,ANY,long,higher_confidence_watchlist,0.6945814850468988,watchlist_needs_ablation,Entry family premium_basis_overheat with timing 1m and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_741990508d03,HYP_2c2aa7ca5d,entry,contrarian_crash_fade,ANY,long,higher_confidence_watchlist,0.6849350030640117,watchlist_needs_ablation,Entry family contrarian_crash_fade with timing 1m and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_dde2f9d0f338,HYP_f85d41e511,entry,state_machine_runner,ANY,long,higher_confidence_watchlist,0.6717869086029729,watchlist_needs_ablation,Entry family state_machine_runner with timing T0 and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_710924d17c92,HYP_82877547b7,entry,state_machine_runner,ANY,long,higher_confidence_watchlist,0.6648246508679039,watchlist_needs_ablation,Entry family state_machine_runner with timing 3m and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_7e06db273a73,HYP_17e20c4cb9,entry,contrarian_crash_fade,ANY,long,higher_confidence_watchlist,0.649566412331062,watchlist_needs_ablation,Entry family contrarian_crash_fade with timing 30s and side long has reusable alpha if it remains positive after holding exit choices fixed.,Run one entry-family ablation with the top two stable exits and unchanged cost model.
DISC_0a0b68cb2dc9,HYP_ae772da463,exit,ANY,runner_trail,long,exploratory_watchlist,0.6371023573998719,watchlist_needs_ablation,Exit family runner_trail is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_f3fd6375ff7e,HYP_9ae0fcb7f2,exit,ANY,state_machine,long,validated_watchlist,0.6340246160370085,watchlist_needs_ablation,Exit family state_machine is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_a4344ca46ce0,HYP_792f78949b,exit,ANY,breakeven_ratchet,short,early_alpha,0.6328148875,watchlist_needs_ablation,Exit family breakeven_ratchet is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_b6dfa8e128fa,HYP_ac0a3dc01b,exit,ANY,state_machine,long,higher_confidence_watchlist,0.6296194875171233,watchlist_needs_ablation,Exit family state_machine is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_28eb25a86d49,HYP_e21d86c082,exit,ANY,breakeven_ratchet,long,higher_confidence_watchlist,0.6248204937499999,watchlist_needs_ablation,Exit family breakeven_ratchet is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_41d0e7e226c7,HYP_71e2186ac7,exit,ANY,partial_ladder,long,exploratory_watchlist,0.6219271224999999,watchlist_needs_ablation,Exit family partial_ladder is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_d1aab25c71ad,HYP_b088813b0a,exit,ANY,time_decay,long,validated_watchlist,0.6151966646804511,watchlist_needs_ablation,Exit family time_decay is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_13d08bb47edf,HYP_e2e6d0f34e,exit,ANY,fixed_tp_sl,long,validated_watchlist,0.61358272875,watchlist_needs_ablation,Exit family fixed_tp_sl is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_f88e06ef0307,HYP_3057c73104,exit,ANY,failed_continuation,long,exploratory_watchlist,0.60091129375,watchlist_needs_ablation,Exit family failed_continuation is a reusable risk-management module when paired with already positive entry families.,Run one exit-family swap test across the strongest entry family and a neutral fixed baseline.
DISC_74476d80f63f,HYP_1da4830bfe,risk_exit_neighborhood,state_machine_runner,time_decay,long,higher_confidence_watchlist,0.44999999999999996,watchlist_needs_ablation,Neighborhood cluster cluster_cd16a7db8b is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
DISC_0e605bcc68be,HYP_7c7c2374c2,risk_exit_neighborhood,liquidity_filtered_momentum,breakeven_ratchet,long,higher_confidence_watchlist,0.44999999999999996,watchlist_needs_ablation,Neighborhood cluster cluster_f64502c828 is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
DISC_5702af6d993b,HYP_06e97fcfb6,risk_exit_neighborhood,oi_funding_continuation,breakeven_ratchet,long,higher_confidence_watchlist,0.44999999999999996,watchlist_needs_ablation,Neighborhood cluster cluster_7ec0c6d094 is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
DISC_c023b7b5b2f7,HYP_04248085d1,risk_exit_neighborhood,contrarian_crash_fade,failed_continuation,long,higher_confidence_watchlist,0.44999999999999996,watchlist_needs_ablation,Neighborhood cluster cluster_c769cf1ac2 is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
DISC_94c936b6d30e,HYP_2000cb5ed8,risk_exit_neighborhood,oi_funding_continuation,breakeven_ratchet,long,higher_confidence_watchlist,0.44999999999999996,watchlist_needs_ablation,Neighborhood cluster cluster_47721f8ab3 is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
DISC_65106e7de8b9,HYP_8d6996c845,risk_exit_neighborhood,contrarian_crash_fade,breakeven_ratchet,long,higher_confidence_watchlist,0.44999999999999996,watchlist_needs_ablation,Neighborhood cluster cluster_5e5279eebc is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
DISC_dfdb819c88c3,HYP_f6712741e4,risk_exit_neighborhood,freshness_strict_confirmation,breakeven_ratchet,long,higher_confidence_watchlist,0.44999999999999996,watchlist_paper_probe,Neighborhood cluster cluster_39710745e9 is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
DISC_8a1d3bede6d4,HYP_78ee8eea82,risk_exit_neighborhood,contrarian_crash_fade,time_decay,long,higher_confidence_watchlist,0.44999999999999996,watchlist_needs_ablation,Neighborhood cluster cluster_f974b1c3cd is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
DISC_8f92eb1e2e07,HYP_f609030c26,risk_exit_neighborhood,freshness_strict_confirmation,breakeven_ratchet,long,higher_confidence_watchlist,0.44999999999999996,watchlist_needs_ablation,Neighborhood cluster cluster_a0aec4ba6c is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
DISC_c0a4ea7b42db,HYP_09a2b8c821,risk_exit_neighborhood,freshness_strict_confirmation,breakeven_ratchet,long,validated_watchlist,0.44999999999999996,watchlist_needs_ablation,Neighborhood cluster cluster_728d84e317 is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
DISC_ac6b3938149a,HYP_4badd88ec5,risk_exit_neighborhood,oi_funding_continuation,runner_trail,long,higher_confidence_watchlist,0.44999999999999996,watchlist_needs_ablation,Neighborhood cluster cluster_5ee5422ec2 is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
DISC_0a41d225a2cc,HYP_d733e1f793,risk_exit_neighborhood,message_context_breakout,breakeven_ratchet,long,higher_confidence_watchlist,0.44999999999999996,watchlist_needs_ablation,Neighborhood cluster cluster_bdfae4603f is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
DISC_0039953b19c3,HYP_fb37410feb,risk_exit_neighborhood,contrarian_crash_fade,runner_trail,long,higher_confidence_watchlist,0.44999999999999996,watchlist_needs_ablation,Neighborhood cluster cluster_1e19a51485 is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
DISC_c859930c7302,HYP_3ccdcb8de0,risk_exit_neighborhood,oi_funding_continuation,breakeven_ratchet,long,higher_confidence_watchlist,0.44999999999999996,watchlist_needs_ablation,Neighborhood cluster cluster_b245ca78b3 is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
DISC_b52341b17d4b,HYP_ac479bf1ca,risk_exit_neighborhood,contrarian_crash_fade,state_machine,long,higher_confidence_watchlist,0.44999999999999996,watchlist_needs_ablation,Neighborhood cluster cluster_cb81fe5d7b is resilient enough to justify local parameter expansion.,"Expand only adjacent thresholds, timing offsets, and stop parameters inside this cluster."
