reject_reason,strategy_family,exit_family,side,entry_timing,rejected_strategies,median_sample_size,max_sample_size,best_robust_score
sample_size_lt_20,state_machine_runner,breakeven_ratchet,short,T0,53,0.0,18,-10.0013
median_net_lte_0,freshness_strict_confirmation,fixed_tp_sl,short,5m,53,1464.0,5796,-0.0029880730439908
median_net_lte_0,contrarian_crash_fade,time_decay,short,30s,53,130.0,1401,-0.0025422092208047
median_net_lte_0,no_trade_freshness_boundary,state_machine,short,1m,53,489.0,7317,-0.0035748747374862
sample_size_lt_20,cross_channel_continuation,state_machine,short,1m,53,0.0,17,-10.0016
median_net_lte_0,liquidity_filtered_momentum,trailing_stop,short,3m,52,740.0,7317,-0.0017088455067016
sample_size_lt_20,taker_flow_reversal,state_machine,long,30s,52,0.0,2,-10.0013
sample_size_lt_20,cross_channel_continuation,failed_continuation,short,1m,52,0.0,18,-10.001
median_net_lte_0,freshness_strict_confirmation,trailing_stop,long,5m,52,1126.0,7317,-0.0011484771170839
sample_size_lt_20,contrarian_crash_fade,runner_trail,short,3m,52,0.0,0,-10.0013
sample_size_lt_20,state_machine_runner,partial_ladder,short,T0,52,0.0,19,-10.0016
sample_size_lt_20,cross_channel_continuation,partial_ladder,long,T0,52,0.0,14,-9.999865628339816
sample_size_lt_20,cross_channel_continuation,partial_ladder,short,1m,52,0.0,1,-10.001
sample_size_lt_20,oi_funding_continuation,failed_continuation,short,T0,51,0.0,4,-10.0007
sample_size_lt_20,contrarian_crash_fade,breakeven_ratchet,short,3m,51,0.0,0,-10.001
sample_size_lt_20,freshness_strict_confirmation,multi_tp_sl,long,5m,51,0.0,18,-9.99210703315176
sample_size_lt_20,cross_channel_continuation,trailing_stop,short,T0,51,0.0,19,-10.0013
sample_size_lt_20,liquidity_filtered_momentum,partial_ladder,short,3m,51,0.0,13,-10.001
median_net_lte_0,freshness_strict_confirmation,time_decay,long,5m,51,710.0,7317,-0.0030009199683554
sample_size_lt_20,taker_flow_reversal,prove_or_exit,long,30s,51,0.0,18,-10.0007
median_net_lte_0,state_machine_runner,breakeven_ratchet,short,T0,51,223.0,1401,-0.0032570329677313
median_net_lte_0,premium_basis_overheat,indicator_invalidation,short,5m,51,60.0,7317,-0.0045573624116368
sample_size_lt_20,cross_channel_continuation,prove_or_exit,short,T0,51,0.0,0,-10.0007
sample_size_lt_20,cross_channel_continuation,time_decay,short,T0,51,0.0,0,-10.001
median_net_lte_0,freshness_strict_confirmation,breakeven_ratchet,long,5m,51,847.0,7317,-0.003239678272102
sample_size_lt_20,taker_flow_reversal,time_decay,long,3m,51,0.0,0,-10.001
sample_size_lt_20,cross_channel_continuation,breakeven_ratchet,short,T0,51,0.0,18,-10.0013
sample_size_lt_20,premium_basis_overheat,failed_continuation,long,1m,51,0.0,11,-10.001
sample_size_lt_20,contrarian_crash_fade,time_decay,long,3m,51,0.0,0,-10.0007
sample_size_lt_20,taker_flow_reversal,trailing_stop,short,3m,50,0.0,11,-10.0007
sample_size_lt_20,cross_channel_continuation,prove_or_exit,long,T0,50,0.0,14,-10.001
sample_size_lt_20,taker_flow_reversal,breakeven_ratchet,long,3m,50,0.0,0,-10.0007
median_net_lte_0,contrarian_crash_fade,multi_tp_sl,long,3m,50,597.0,5796,-0.0033587766286917
median_net_lte_0,liquidity_filtered_momentum,multi_tp_sl,long,3m,50,1145.5,7317,-0.003955302522052
median_net_lte_0,message_context_breakout,runner_trail,short,5m,50,1255.0,5796,-0.0026761277463287
median_net_lte_0,premium_basis_overheat,partial_ladder,short,1m,50,542.5,7317,-0.0026651089366711
sample_size_lt_20,cross_channel_continuation,failed_continuation,short,T0,50,0.0,0,-10.0007
median_net_lte_0,oi_funding_continuation,trailing_stop,long,1m,50,1338.5,7317,-0.0030807894145138
median_net_lte_0,freshness_strict_confirmation,multi_tp_sl,short,30s,49,273.0,7317,-0.0042023727928288
sample_size_lt_20,oi_funding_continuation,state_machine,short,T0,49,0.0,17,-10.0013
sample_size_lt_20,message_context_breakout,failed_continuation,long,30s,49,0.0,1,-10.0007
sample_size_lt_20,message_context_breakout,partial_ladder,long,30s,49,0.0,1,-10.0007
sample_size_lt_20,message_context_breakout,prove_or_exit,long,30s,49,0.0,4,-10.0007
median_net_lte_0,contrarian_crash_fade,state_machine,short,30s,49,128.0,1401,-0.0025774875943083
median_net_lte_0,state_machine_runner,trailing_stop,short,3m,49,1275.0,7317,-0.0022596390024013
sample_size_lt_20,taker_flow_reversal,partial_ladder,long,30s,49,0.0,19,-10.0007
sample_size_lt_20,state_machine_runner,indicator_invalidation,short,3m,49,0.0,16,-8.880108003997803
sample_size_lt_20,taker_flow_reversal,partial_ladder,short,3m,49,0.0,16,-10.001
median_net_lte_0,oi_funding_continuation,indicator_invalidation,long,1m,49,1208.0,7317,-0.0040517169454135
sample_size_lt_20,freshness_strict_confirmation,fixed_tp_sl,long,30s,49,0.0,1,-9.969357032449544
median_net_lte_0,liquidity_filtered_momentum,multi_tp_sl,short,3m,48,799.5,7317,-0.0043337642919272
sample_size_lt_20,freshness_strict_confirmation,state_machine,short,30s,48,0.0,15,-9.995994466845053
sample_size_lt_20,freshness_strict_confirmation,failed_continuation,short,5m,48,0.0,16,-10.001
sample_size_lt_20,oi_funding_continuation,indicator_invalidation,short,T0,48,0.0,0,-10.0007
sample_size_lt_20,taker_flow_reversal,runner_trail,long,3m,48,0.0,0,-10.0007
median_net_lte_0,freshness_strict_confirmation,fixed_tp_sl,long,5m,48,1567.0,7317,-0.0025730705642886
sample_size_lt_20,premium_basis_overheat,fixed_tp_sl,long,1m,48,0.0,19,-9.994524963283911
sample_size_lt_20,no_trade_freshness_boundary,multi_tp_sl,long,1m,48,0.0,9,-10.0007
sample_size_lt_20,oi_funding_continuation,prove_or_exit,short,30s,47,0.0,19,-10.001
sample_size_lt_20,message_context_breakout,multi_tp_sl,long,30s,47,0.0,15,-10.0007
sample_size_lt_20,no_trade_freshness_boundary,trailing_stop,long,1m,47,0.0,13,-10.0007
sample_size_lt_20,oi_funding_continuation,time_decay,long,30s,47,0.0,0,-10.0007
sample_size_lt_20,oi_funding_continuation,time_decay,short,T0,47,0.0,15,-10.0007
sample_size_lt_20,message_context_breakout,time_decay,long,30s,47,0.0,14,-10.0007
sample_size_lt_20,no_trade_freshness_boundary,partial_ladder,short,1m,47,0.0,18,-9.943488580174744
sample_size_lt_20,premium_basis_overheat,partial_ladder,short,30s,47,0.0,3,-10.0013
median_net_lte_0,premium_basis_overheat,trailing_stop,long,5m,47,65.0,3659,-0.0011875643838383
median_net_lte_0,contrarian_crash_fade,fixed_tp_sl,short,30s,47,206.0,1401,-0.0041196950313635
sample_size_lt_20,contrarian_crash_fade,runner_trail,long,1m,47,0.0,8,-10.0013
sample_size_lt_20,state_machine_runner,runner_trail,short,3m,47,0.0,10,-9.924437283894584
median_net_lte_0,freshness_strict_confirmation,partial_ladder,short,30s,47,327.0,7317,-0.0044051893618889
median_net_lte_0,message_context_breakout,breakeven_ratchet,short,5m,47,1230.0,5796,-0.0025564406659454
median_net_lte_0,oi_funding_continuation,runner_trail,long,1m,47,466.0,7317,-0.0030397610538639
median_net_lte_0,state_machine_runner,fixed_tp_sl,short,3m,47,1880.0,7317,-0.0044190019117482
sample_size_lt_20,taker_flow_reversal,partial_ladder,short,T0,47,0.0,19,-10.001
median_net_lte_0,state_machine_runner,indicator_invalidation,long,T0,46,145.0,1401,-0.0002820328357629
median_net_lte_0,state_machine_runner,partial_ladder,short,T0,46,138.5,1401,-0.0042530966817028
median_net_lte_0,no_trade_freshness_boundary,indicator_invalidation,short,1m,46,226.0,7317,-0.0039191826549358
sample_size_lt_20,freshness_strict_confirmation,partial_ladder,short,5m,46,0.0,13,-10.0013
sample_size_lt_20,freshness_strict_confirmation,fixed_tp_sl,short,5m,46,0.0,1,-9.988557033224405
median_net_lte_0,premium_basis_overheat,failed_continuation,long,5m,46,60.0,3692,-0.0028780953332781
median_net_lte_0,message_context_breakout,trailing_stop,long,5m,46,444.5,7317,-0.0022570327546447
sample_size_lt_20,taker_flow_reversal,trailing_stop,long,30s,46,0.0,0,-10.0007
sample_size_lt_20,state_machine_runner,multi_tp_sl,short,T0,46,0.0,10,-9.995065097346902
sample_size_lt_20,taker_flow_reversal,fixed_tp_sl,long,3m,46,0.0,4,-9.996657032686844
median_net_lte_0,liquidity_filtered_momentum,prove_or_exit,short,T0,46,129.0,1401,-0.0037839528326876
median_net_lte_0,liquidity_filtered_momentum,failed_continuation,long,3m,46,63.0,7317,-0.0051990783799439
median_net_lte_0,liquidity_filtered_momentum,indicator_invalidation,short,T0,46,239.0,1401,-0.0031049722051061
median_net_lte_0,liquidity_filtered_momentum,time_decay,short,3m,46,196.5,7317,-0.002037032729946
sample_size_lt_20,message_context_breakout,fixed_tp_sl,long,30s,46,0.0,14,-9.999857032658998
median_net_lte_0,freshness_strict_confirmation,time_decay,short,5m,46,1684.0,5796,-0.003096951476112
sample_size_lt_20,no_trade_freshness_boundary,state_machine,long,30s,46,0.0,16,-10.0013
sample_size_lt_20,contrarian_crash_fade,trailing_stop,long,3m,46,0.0,13,-10.001
sample_size_lt_20,contrarian_crash_fade,fixed_tp_sl,long,3m,46,0.0,0,-10.001
sample_size_lt_20,oi_funding_continuation,multi_tp_sl,short,30s,46,0.0,19,-10.001
sample_size_lt_20,premium_basis_overheat,failed_continuation,short,30s,46,0.0,3,-10.001
median_net_lte_0,state_machine_runner,prove_or_exit,short,T0,45,223.0,1401,-0.0037924612184613
median_net_lte_0,premium_basis_overheat,multi_tp_sl,long,1m,45,580.0,7317,-0.0039666536455042
median_net_lte_0,state_machine_runner,partial_ladder,short,3m,45,1123.0,7317,-0.0038924547823704
sample_size_lt_20,state_machine_runner,runner_trail,long,3m,45,0.0,18,-9.9910094205074
median_net_lte_0,oi_funding_continuation,failed_continuation,long,1m,45,2177.0,7317,-0.0034248724509961
median_net_lte_0,contrarian_crash_fade,prove_or_exit,short,30s,45,447.0,1401,-0.0034005175800994
sample_size_lt_20,message_context_breakout,multi_tp_sl,short,1m,45,0.0,15,-10.0013
sample_size_lt_20,state_machine_runner,fixed_tp_sl,long,T0,45,0.0,17,-9.997940397706628
sample_size_lt_20,premium_basis_overheat,trailing_stop,short,30s,45,0.0,14,-10.001
sample_size_lt_20,no_trade_freshness_boundary,prove_or_exit,long,1m,45,0.0,19,-10.0007
sample_size_lt_20,no_trade_freshness_boundary,failed_continuation,long,1m,45,0.0,11,-9.974090399494768
sample_size_lt_20,message_context_breakout,state_machine,short,1m,45,0.0,0,-10.0013
sample_size_lt_20,no_trade_freshness_boundary,prove_or_exit,short,1m,45,0.0,19,-9.64273834323883
sample_size_lt_20,no_trade_freshness_boundary,runner_trail,long,30s,45,0.0,9,-10.0007
sample_size_lt_20,oi_funding_continuation,partial_ladder,short,T0,45,0.0,19,-10.0013
median_net_lte_0,state_machine_runner,trailing_stop,long,3m,45,1241.0,7317,-0.0019838430979289
median_net_lte_0,state_machine_runner,time_decay,short,3m,45,1508.0,7317,-0.0035763303570449
median_net_lte_0,contrarian_crash_fade,partial_ladder,short,30s,44,342.0,1401,-0.0031696519379504
sample_size_lt_20,contrarian_crash_fade,indicator_invalidation,short,3m,44,0.0,15,-10.0016
median_net_lte_0,liquidity_filtered_momentum,breakeven_ratchet,short,T0,44,292.0,1401,-0.0039997354783117
sample_size_lt_20,premium_basis_overheat,time_decay,long,1m,44,0.0,19,-10.0016
sample_size_lt_20,no_trade_freshness_boundary,breakeven_ratchet,long,30s,44,0.0,14,-10.001
sample_size_lt_20,oi_funding_continuation,multi_tp_sl,short,T0,44,0.0,19,-9.982880640944838
median_net_lte_0,premium_basis_overheat,prove_or_exit,long,5m,44,85.0,7317,-0.0029197671913728
sample_size_lt_20,cross_channel_continuation,time_decay,short,1m,43,0.0,14,-10.001
median_net_lte_0,liquidity_filtered_momentum,runner_trail,long,T0,43,466.0,1401,-0.002635360903684
median_net_lte_0,oi_funding_continuation,partial_ladder,long,1m,43,844.0,7317,-0.0030942970787175
median_net_lte_0,liquidity_filtered_momentum,fixed_tp_sl,short,3m,43,1133.0,7317,-0.0042064821567386
sample_size_lt_20,contrarian_crash_fade,indicator_invalidation,long,1m,43,0.0,18,-10.001
median_net_lte_0,liquidity_filtered_momentum,trailing_stop,long,3m,43,623.0,7317,-0.0022570327546447
sample_size_lt_20,taker_flow_reversal,multi_tp_sl,long,T0,43,2.0,16,-9.942207033805548
sample_size_lt_20,taker_flow_reversal,time_decay,short,T0,43,0.0,8,-9.991354536934196
median_net_lte_0,premium_basis_overheat,indicator_invalidation,long,5m,43,65.0,7317,-0.0043991534729488
sample_size_lt_20,no_trade_freshness_boundary,prove_or_exit,long,30s,43,0.0,11,-10.0007
median_net_lte_0,freshness_strict_confirmation,prove_or_exit,long,5m,43,921.0,7317,-0.0034700895150192
sample_size_lt_20,contrarian_crash_fade,breakeven_ratchet,long,T0,43,0.0,17,-9.988043017850073
sample_size_lt_20,no_trade_freshness_boundary,multi_tp_sl,short,1m,43,0.0,19,-10.0013
sample_size_lt_20,no_trade_freshness_boundary,partial_ladder,long,1m,43,0.0,12,-10.0007
sample_size_lt_20,freshness_strict_confirmation,runner_trail,short,30s,43,0.0,14,-9.570357929515838
median_net_lte_0,liquidity_filtered_momentum,runner_trail,short,T0,43,223.0,1401,-0.0039434439768083
median_net_lte_0,contrarian_crash_fade,indicator_invalidation,short,30s,43,97.0,1401,-0.0037203383364714
sample_size_lt_20,oi_funding_continuation,partial_ladder,long,30s,43,0.0,16,-9.998801047994569
median_net_lte_0,freshness_strict_confirmation,failed_continuation,short,30s,43,608.0,7317,-0.0032991203211434
sample_size_lt_20,premium_basis_overheat,trailing_stop,long,5m,43,0.0,13,-10.0007
sample_size_lt_20,premium_basis_overheat,fixed_tp_sl,short,1m,43,0.0,19,-10.0013
sample_size_lt_20,oi_funding_continuation,fixed_tp_sl,short,30s,43,0.0,17,-10.0013
median_net_lte_0,premium_basis_overheat,prove_or_exit,long,1m,43,176.0,7317,-0.0016153724236972
median_net_lte_0,message_context_breakout,fixed_tp_sl,short,5m,43,1697.0,5796,-0.0038810377426445
median_net_lte_0,liquidity_filtered_momentum,partial_ladder,short,T0,43,125.0,1401,-0.0035942648198455
sample_size_lt_20,freshness_strict_confirmation,indicator_invalidation,long,1m,43,0.0,19,-9.801868616170683
median_net_lte_0,liquidity_filtered_momentum,time_decay,short,T0,43,125.0,1401,-0.0034193675821647
median_net_lte_0,contrarian_crash_fade,multi_tp_sl,short,3m,42,465.5,5796,-0.0035569342194683
sample_size_lt_20,cross_channel_continuation,partial_ladder,short,T0,42,0.0,19,-10.0016
sample_size_lt_20,taker_flow_reversal,indicator_invalidation,short,T0,42,0.0,0,-10.001
sample_size_lt_20,contrarian_crash_fade,trailing_stop,short,30s,42,0.0,8,-9.99454679941088
sample_size_lt_20,contrarian_crash_fade,state_machine,long,3m,42,0.0,0,-10.0019
sample_size_lt_20,contrarian_crash_fade,time_decay,short,3m,42,0.0,0,-10.001
median_net_lte_0,oi_funding_continuation,indicator_invalidation,short,1m,42,1308.0,7317,-0.0044356522825546
sample_size_lt_20,no_trade_freshness_boundary,indicator_invalidation,long,1m,42,0.0,8,-10.0007
median_net_lte_0,freshness_strict_confirmation,time_decay,short,30s,42,147.0,7317,-0.0034969266471453
sample_size_lt_20,premium_basis_overheat,state_machine,short,30s,42,0.0,13,-9.99230809890032
sample_size_lt_20,message_context_breakout,partial_ladder,short,1m,42,0.0,2,-10.001
sample_size_lt_20,message_context_breakout,time_decay,short,30s,42,0.0,5,-10.001
sample_size_lt_20,premium_basis_overheat,time_decay,short,30s,42,0.0,2,-10.001
median_net_lte_0,cross_channel_continuation,multi_tp_sl,long,1m,42,456.0,7317,-0.0041384131159633
sample_size_lt_20,premium_basis_overheat,breakeven_ratchet,short,1m,42,0.0,4,-9.996891321347654
sample_size_lt_20,oi_funding_continuation,time_decay,long,1m,42,0.0,15,-9.75478715158701
sample_size_lt_20,premium_basis_overheat,indicator_invalidation,short,30s,42,0.0,13,-10.001
sample_size_lt_20,taker_flow_reversal,time_decay,short,1m,42,0.0,10,-10.0007
median_net_lte_0,premium_basis_overheat,prove_or_exit,short,1m,42,160.0,7317,-0.002747132889796
median_net_lte_0,no_trade_freshness_boundary,trailing_stop,short,1m,42,1082.5,7317,-0.0022570327546447
sample_size_lt_20,cross_channel_continuation,trailing_stop,long,3m,42,0.0,0,-10.0007
sample_size_lt_20,taker_flow_reversal,indicator_invalidation,short,3m,42,0.0,0,-10.001
median_net_lte_0,liquidity_filtered_momentum,trailing_stop,short,T0,42,244.5,1401,-0.0041491309744305
median_net_lte_0,oi_funding_continuation,multi_tp_sl,long,1m,42,765.0,7317,-0.0029885833475738
sample_size_lt_20,premium_basis_overheat,fixed_tp_sl,short,30s,42,0.0,17,-9.988557033224405
sample_size_lt_20,no_trade_freshness_boundary,trailing_stop,long,30s,42,0.0,14,-10.0007
median_net_lte_0,premium_basis_overheat,partial_ladder,short,5m,42,139.5,7317,-0.0037094414432533
sample_size_lt_20,cross_channel_continuation,trailing_stop,long,1m,41,0.0,0,-10.0007
sample_size_lt_20,contrarian_crash_fade,time_decay,long,1m,41,0.0,12,-10.0007
median_net_lte_0,freshness_strict_confirmation,trailing_stop,short,5m,41,1898.0,7317,-0.0013002129748091
sample_size_lt_20,cross_channel_continuation,indicator_invalidation,long,3m,41,0.0,9,-10.001
median_net_lte_0,message_context_breakout,multi_tp_sl,short,5m,41,827.0,5796,-0.0043667444657534
sample_size_lt_20,cross_channel_continuation,runner_trail,long,1m,41,0.0,19,-9.998857894992922
sample_size_lt_20,message_context_breakout,trailing_stop,long,30s,41,0.0,2,-10.0007
sample_size_lt_20,message_context_breakout,indicator_invalidation,long,30s,41,0.0,2,-10.0007
sample_size_lt_20,no_trade_freshness_boundary,runner_trail,long,1m,41,0.0,15,-10.0007
sample_size_lt_20,freshness_strict_confirmation,prove_or_exit,long,1m,41,0.0,7,-9.815828502249715
median_net_lte_0,oi_funding_continuation,prove_or_exit,long,1m,41,163.0,7317,-0.0022413060168549
sample_size_lt_20,taker_flow_reversal,failed_continuation,short,T0,41,0.0,2,-10.001
sample_size_lt_20,contrarian_crash_fade,failed_continuation,long,30s,41,0.0,2,-9.969215136119724
sample_size_lt_20,message_context_breakout,failed_continuation,short,1m,41,0.0,15,-10.001
median_net_lte_0,freshness_strict_confirmation,breakeven_ratchet,short,5m,41,1738.0,7317,-0.0040105611335486
sample_size_lt_20,message_context_breakout,indicator_invalidation,short,1m,41,0.0,12,-10.001
sample_size_lt_20,message_context_breakout,breakeven_ratchet,short,1m,41,0.0,13,-10.001
sample_size_lt_20,oi_funding_continuation,time_decay,short,3m,41,0.0,5,-9.990924770133198
sample_size_lt_20,no_trade_freshness_boundary,time_decay,long,1m,41,0.0,0,-10.0007
sample_size_lt_20,premium_basis_overheat,indicator_invalidation,long,1m,41,0.0,19,-9.967521910205484
median_net_lte_0,liquidity_filtered_momentum,runner_trail,short,3m,41,827.0,7317,-0.0028446045663207
median_net_lte_0,contrarian_crash_fade,failed_continuation,long,3m,41,345.0,5796,-0.0046845699851401
median_net_lte_0,no_trade_freshness_boundary,failed_continuation,short,1m,41,921.0,7317,-0.006283120990172
median_net_lte_0,state_machine_runner,breakeven_ratchet,long,3m,41,1208.0,7317,-0.0034194533337838
sample_size_lt_20,oi_funding_continuation,trailing_stop,short,30s,41,0.0,3,-10.0013
median_net_lte_0,no_trade_freshness_boundary,fixed_tp_sl,short,1m,41,2873.0,7317,-0.0044348991882056
median_net_lte_0,state_machine_runner,time_decay,short,T0,41,206.0,1401,-0.0027146964160725
sample_size_lt_20,contrarian_crash_fade,indicator_invalidation,long,T0,40,0.0,0,-10.001
sample_size_lt_20,oi_funding_continuation,fixed_tp_sl,long,1m,40,0.0,17,-9.997257032686845
median_net_lte_0,state_machine_runner,state_machine,long,3m,40,813.5,7317,-0.0038840545047074
median_net_lte_0,state_machine_runner,runner_trail,long,T0,40,243.5,1401,-0.0037348698627203
sample_size_lt_20,cross_channel_continuation,breakeven_ratchet,short,30s,40,0.0,17,-10.001
sample_size_lt_20,cross_channel_continuation,prove_or_exit,short,30s,40,0.0,11,-10.0007
sample_size_lt_20,premium_basis_overheat,multi_tp_sl,long,30s,40,0.0,19,-9.98298457856849
sample_size_lt_20,oi_funding_continuation,state_machine,long,1m,40,0.0,17,-9.962849115531146
sample_size_lt_20,premium_basis_overheat,multi_tp_sl,short,30s,40,0.0,3,-9.99672405759506
sample_size_lt_20,no_trade_freshness_boundary,state_machine,long,1m,40,0.0,5,-10.0013
sample_size_lt_20,no_trade_freshness_boundary,time_decay,long,30s,40,0.0,10,-10.0007
sample_size_lt_20,no_trade_freshness_boundary,fixed_tp_sl,long,1m,40,0.0,13,-10.0007
sample_size_lt_20,premium_basis_overheat,prove_or_exit,short,30s,40,0.0,13,-10.0013
median_net_lte_0,freshness_strict_confirmation,indicator_invalidation,long,5m,40,1346.0,7317,-0.0034846519627608
median_net_lte_0,freshness_strict_confirmation,indicator_invalidation,short,5m,40,1886.0,5796,-0.0042996954091824
sample_size_lt_20,cross_channel_continuation,state_machine,long,3m,40,0.0,16,-10.0016
sample_size_lt_20,cross_channel_continuation,multi_tp_sl,short,1m,40,0.0,7,-10.001
median_net_lte_0,message_context_breakout,breakeven_ratchet,long,30s,40,497.0,7317,-0.0041021493222564
sample_size_lt_20,taker_flow_reversal,multi_tp_sl,long,3m,40,0.0,14,-10.0013
median_net_lte_0,message_context_breakout,partial_ladder,short,5m,40,442.0,7317,-0.0045217647459357
sample_size_lt_20,contrarian_crash_fade,breakeven_ratchet,long,1m,40,0.0,2,-9.950864357572794
sample_size_lt_20,message_context_breakout,failed_continuation,short,30s,40,0.0,15,-10.001
median_net_lte_0,oi_funding_continuation,runner_trail,short,1m,39,327.0,7317,-0.0047777857591398
sample_size_lt_20,oi_funding_continuation,prove_or_exit,long,30s,39,0.0,0,-10.0007
median_net_lte_0,state_machine_runner,indicator_invalidation,short,T0,39,120.0,588,-0.0040334499509073
sample_size_lt_20,premium_basis_overheat,runner_trail,long,1m,39,0.0,7,-9.990668821670914
sample_size_lt_20,no_trade_freshness_boundary,time_decay,short,1m,39,0.0,17,-10.0013
median_net_lte_0,state_machine_runner,indicator_invalidation,long,3m,39,1122.0,7317,-0.0028685499445535
median_net_lte_0,premium_basis_overheat,trailing_stop,long,1m,39,360.0,7317,-0.0001931182872317
median_net_lte_0,oi_funding_continuation,trailing_stop,short,1m,39,1199.0,7317,-0.0014954837808944
median_net_lte_0,state_machine_runner,failed_continuation,short,3m,39,795.0,7317,-0.0045760853176005
median_net_lte_0,freshness_strict_confirmation,prove_or_exit,short,30s,39,187.0,7317,-0.0041269530071876
sample_size_lt_20,message_context_breakout,prove_or_exit,long,1m,39,0.0,13,-10.0007
median_net_lte_0,oi_funding_continuation,time_decay,long,1m,39,1121.0,7317,-0.0029859135437756
sample_size_lt_20,message_context_breakout,prove_or_exit,short,1m,39,0.0,0,-10.001
sample_size_lt_20,message_context_breakout,fixed_tp_sl,short,1m,39,0.0,0,-10.0007
sample_size_lt_20,message_context_breakout,multi_tp_sl,short,30s,39,0.0,10,-10.001
median_net_lte_0,no_trade_freshness_boundary,partial_ladder,long,5m,39,70.0,7317,-0.0037933160207315
sample_size_lt_20,cross_channel_continuation,fixed_tp_sl,long,1m,39,0.0,4,-10.001
sample_size_lt_20,taker_flow_reversal,prove_or_exit,long,T0,39,0.0,16,-9.99836713910764
sample_size_lt_20,taker_flow_reversal,failed_continuation,long,T0,39,0.0,2,-9.965274549099805
sample_size_lt_20,contrarian_crash_fade,state_machine,long,T0,39,0.0,3,-10.0016
sample_size_lt_20,cross_channel_continuation,failed_continuation,long,30s,39,0.0,11,-9.996938793250733
median_net_lte_0,oi_funding_continuation,partial_ladder,short,1m,39,538.0,5383,-0.0049441601868346
median_net_lte_0,contrarian_crash_fade,multi_tp_sl,short,30s,39,180.0,1401,-0.0035109073123522
sample_size_lt_20,taker_flow_reversal,prove_or_exit,short,1m,39,0.0,0,-10.0007
sample_size_lt_20,taker_flow_reversal,time_decay,long,1m,39,0.0,0,-10.0007
sample_size_lt_20,oi_funding_continuation,fixed_tp_sl,short,3m,39,0.0,4,-10.0013
sample_size_lt_20,no_trade_freshness_boundary,indicator_invalidation,long,30s,39,0.0,19,-9.975354327979684
