strategy_id,strategy_family,side,entry_timing,exit_family,sample_size,sample_tier,median_net_pct,p10_net_pct,stress_fee_slippage_median_net_pct,cost_stress_gap_pct,robust_score,strategy_similarity_cluster_id,baseline_lift_pct
v6_4aea03e3fa32fdedbb,freshness_strict_confirmation,long,30s,breakeven_ratchet,102,higher_confidence_watchlist,21.86616957187653,10.505876690149307,21.597851812839508,0.2683177590370214,0.1186540806233883,cluster_39710745e9,22.31789901852608
v6_f70c9ed57173dd6a00,oi_funding_continuation,long,1m,breakeven_ratchet,201,higher_confidence_watchlist,20.079436898231503,10.846831649541857,19.81111913919449,0.26831775903701427,0.1114346951305866,cluster_8095517046,20.531166344881054
v6_74fef72a29d155af49,oi_funding_continuation,long,1m,breakeven_ratchet,292,higher_confidence_watchlist,19.503697752952576,7.599878311157227,19.23537999391556,0.26831775903701427,0.1033816473126411,cluster_7ec0c6d094,19.955427199602127
v6_28d858af6439dc2b01,premium_basis_overheat,long,30s,breakeven_ratchet,321,higher_confidence_watchlist,20.179131627082825,4.213728755712509,19.910813868045807,0.2683177590370178,0.1032815521538257,cluster_5e5279eebc,20.630861073732376
v6_d559b598378bae1f75,state_machine_runner,long,T0,breakeven_ratchet,321,higher_confidence_watchlist,19.77584660053253,4.197158664464951,19.507528841495517,0.26831775903701427,0.1022160455048084,cluster_6d2e9af121,20.227576047182083
v6_689ba2e8f3363d48e4,state_machine_runner,long,T0,breakeven_ratchet,321,higher_confidence_watchlist,19.77584660053253,4.197158664464951,19.507528841495517,0.26831775903701427,0.1019160455048084,cluster_fe4abc49cd,20.227576047182083
v6_b0a2f3db55cb93618a,premium_basis_overheat,long,30s,failed_continuation,321,higher_confidence_watchlist,20.00238001346588,-2.010343223810196,19.734062254428864,0.2683177590370178,0.0961617594540119,cluster_c769cf1ac2,20.454109460115433
v6_0c1db8a9f372c3bf4b,freshness_strict_confirmation,long,30s,breakeven_ratchet,111,higher_confidence_watchlist,21.36099636554718,-5.224158987402916,21.09267860651016,0.2683177590370214,0.0958586414843797,cluster_a0aec4ba6c,21.81272581219673
v6_a007baac46dfabbc59,oi_funding_continuation,long,1m,runner_trail,196,higher_confidence_watchlist,16.87944233417511,10.196637362241743,16.611123085021973,0.2683192491531372,0.0955797368228435,cluster_5ee5422ec2,17.33117178082466
v6_2e078d5e7379ffb44f,freshness_strict_confirmation,long,30s,time_decay,141,higher_confidence_watchlist,18.445730209350582,6.087090075016022,18.177412450313568,0.26831775903701427,0.0953066144585609,cluster_3a230e028b,18.897459656000134
v6_ef65d121e8a0c33a26,contrarian_crash_fade,long,30s,indicator_invalidation,321,higher_confidence_watchlist,18.546868860721588,3.858697786927223,18.27855110168457,0.2683177590370178,0.0950864667028188,cluster_561d5c8c79,18.99859830737114
v6_9afd14c158d3fc4adc,state_machine_runner,long,T0,failed_continuation,321,higher_confidence_watchlist,19.598153233528137,-2.225372940301895,19.32983547449112,0.2683177590370178,0.0947523995697498,cluster_55cba9fe26,20.04988268017769
v6_7e6a8f041576db957d,oi_funding_continuation,long,1m,runner_trail,121,higher_confidence_watchlist,16.432498395442963,10.865797847509384,16.164180636405945,0.2683177590370178,0.0945406697750091,cluster_5532b9ac86,16.884227842092514
v6_b8f40638cde4a4644c,state_machine_runner,long,T0,failed_continuation,321,higher_confidence_watchlist,19.598153233528137,-2.225372940301895,19.32983547449112,0.2683177590370178,0.0944523995697498,cluster_cf93b12e40,20.04988268017769
v6_e7a7efed551c0270c9,state_machine_runner,long,T0,indicator_invalidation,321,higher_confidence_watchlist,18.17584633827209,3.843453153967858,17.907528579235077,0.26831775903701427,0.0941301989763975,cluster_5eb109ed25,18.627575784921643
v6_8a541507211e0fb222,state_machine_runner,long,T0,indicator_invalidation,321,higher_confidence_watchlist,18.17584633827209,3.843453153967858,17.907528579235077,0.26831775903701427,0.0938301989763975,cluster_02e605c21e,18.627575784921643
v6_871de8c3a69cf23372,oi_funding_continuation,long,1m,breakeven_ratchet,222,higher_confidence_watchlist,18.87871921062469,0.5638133268803358,18.61040145158768,0.2683177590370107,0.0936206925254315,cluster_b245ca78b3,19.330448657274243
v6_8cc1dc321770d8bf81,oi_funding_continuation,long,1m,runner_trail,149,higher_confidence_watchlist,15.869411826133728,9.425437450408936,15.60109406709671,0.2683177590370178,0.0890895061254501,cluster_ffca56e34a,16.32114127278328
v6_f810d88af31d83df94,freshness_strict_confirmation,long,5m,state_machine,236,higher_confidence_watchlist,16.72869324684143,6.901882588863373,16.460375487804413,0.2683177590370178,0.0888058604240417,cluster_d8d3327326,17.180422693490982
v6_bb5a10b92455024a2a,contrarian_crash_fade,long,30s,state_machine,321,higher_confidence_watchlist,16.635805368423462,5.326446145772934,16.367487609386444,0.2683177590370178,0.0883563700139522,cluster_cb81fe5d7b,17.087534815073013
v6_8fd162e0643145aba7,message_context_breakout,long,30s,breakeven_ratchet,227,higher_confidence_watchlist,19.22389566898346,-3.2241586595773697,18.95557790994644,0.2683177590370178,0.087859793934226,cluster_bdfae4603f,19.67562511563301
v6_1829dccd8a1642840c,message_context_breakout,long,5m,breakeven_ratchet,227,higher_confidence_watchlist,19.353583455085754,-3.2241586595773697,19.085265696048737,0.2683177590370178,0.0874883675903081,cluster_be4e50cdb6,19.805312901735306
v6_0ebc33fe15a313cb75,freshness_strict_confirmation,long,30s,failed_continuation,133,higher_confidence_watchlist,19.482091069221497,-5.224158987402916,19.21377331018448,0.2683177590370178,0.087416047373414,cluster_e3031e3b29,19.933820515871048
v6_be03a1a02e7802e73e,freshness_strict_confirmation,long,30s,failed_continuation,133,higher_confidence_watchlist,19.482091069221497,-5.224158987402916,19.21377331018448,0.2683177590370178,0.087416047373414,cluster_619d4a6e6f,19.933820515871048
v6_7e3f77086aad66284a,freshness_strict_confirmation,long,30s,state_machine,236,higher_confidence_watchlist,16.004271805286407,7.145103812217712,15.73595404624939,0.2683177590370178,0.0860880815923213,cluster_0f223d98d7,16.45600125193596
v6_9cd0214161741a3237,freshness_strict_confirmation,long,5m,time_decay,141,higher_confidence_watchlist,19.248196482658383,-4.224158823490143,18.97987872362137,0.26831775903701427,0.0859000061154365,cluster_83ef13e76f,19.699925929307934
v6_a71546ec4dcdcf990d,cross_channel_continuation,long,1m,breakeven_ratchet,354,higher_confidence_watchlist,18.35598051548004,-3.2241586595773697,18.087662756443024,0.2683177590370178,0.0852832401126623,cluster_db8e84ca85,18.807709962129593
v6_0feb40c0a244beb1ef,freshness_strict_confirmation,long,5m,time_decay,227,higher_confidence_watchlist,18.888746201992035,-4.224158823490143,18.620428442955017,0.2683177590370178,0.0847447773396968,cluster_456fd85926,19.340475648641586
v6_4fcb9eb4b2b00b7dfd,contrarian_crash_fade,long,30s,runner_trail,321,higher_confidence_watchlist,15.723501145839691,5.284091830253601,15.455183386802672,0.2683177590370196,0.0846784194886684,cluster_1e19a51485,16.175230592489243
v6_4c751244bcaefd1905,freshness_strict_confirmation,long,30s,time_decay,227,higher_confidence_watchlist,18.36431324481964,-4.224158823490143,18.095995485782623,0.2683177590370178,0.0844880206465721,cluster_6ef1ff4fd5,18.816042691469193
v6_5e5d494a7bc04c1a9a,cross_channel_continuation,long,3m,breakeven_ratchet,354,higher_confidence_watchlist,17.7555650472641,-3.2241586595773697,17.48724728822708,0.2683177590370178,0.0825182134240865,cluster_e0711c0ec0,18.20729449391365
v6_1119ad97a5655ef5ec,liquidity_filtered_momentum,long,T0,breakeven_ratchet,381,higher_confidence_watchlist,17.46291220188141,-3.2241586595773697,17.19459444284439,0.2683177590370178,0.0819699251979589,cluster_f64502c828,17.91464164853096
v6_70cbef1d692341f176,oi_funding_continuation,long,1m,breakeven_ratchet,328,higher_confidence_watchlist,18.16863715648651,-5.224158987402916,17.900319397449493,0.2683177590370178,0.0819306885391473,cluster_47721f8ab3,18.620366603136063
v6_193850a81510091fa9,state_machine_runner,long,T0,state_machine,321,higher_confidence_watchlist,15.311358869075775,4.399697482585907,15.043041110038756,0.2683177590370196,0.0815583613216877,cluster_2b8f8a51e6,15.763088315725327
v6_946efbff874f9ddde4,state_machine_runner,long,T0,state_machine,321,higher_confidence_watchlist,15.311358869075775,4.399697482585907,15.043041110038756,0.2683177590370196,0.0812583613216876,cluster_c4bd448317,15.763088315725327
v6_970501f9a03644c302,premium_basis_overheat,long,1m,indicator_invalidation,220,higher_confidence_watchlist,16.12114906311035,2.1631337702274323,15.852829813957214,0.2683192491531372,0.0810006510913372,cluster_50923e8e12,16.572878509759903
v6_c02e26be74feafa011,freshness_strict_confirmation,long,30s,time_decay,153,higher_confidence_watchlist,17.788061499595642,-4.224158823490143,17.519743740558624,0.2683177590370178,0.0790649120211601,cluster_5ef91a89e4,18.239790946245193
v6_e46cdc323fc2a8f61a,freshness_strict_confirmation,long,30s,time_decay,153,higher_confidence_watchlist,17.788061499595642,-4.224158823490143,17.519743740558624,0.2683177590370178,0.0790649120211601,cluster_e490f9489b,18.239790946245193
v6_eda8e972722ae56097,state_machine_runner,long,T0,runner_trail,321,higher_confidence_watchlist,14.50093537569046,4.428631812334061,14.232617616653442,0.2683177590370178,0.0784264109492301,cluster_238149116e,14.952664822340012
v6_c333aad2e6801e6b48,premium_basis_overheat,long,5m,indicator_invalidation,220,higher_confidence_watchlist,15.34295529127121,2.433507516980171,15.074637532234192,0.2683177590370178,0.078315340027213,cluster_7f2750a739,15.794684737920761
v6_af02bd2c0bc9d0fc55,state_machine_runner,long,T0,runner_trail,321,higher_confidence_watchlist,14.50093537569046,4.428631812334061,14.232617616653442,0.2683177590370178,0.0781264109492301,cluster_9b60850fa0,14.952664822340012
v6_e21ea2ba5572eb0eb8,state_machine_runner,long,T0,time_decay,321,higher_confidence_watchlist,16.60131961107254,-4.224158823490143,16.333001852035522,0.2683177590370178,0.0779333769738674,cluster_689d831656,17.05304905772209
v6_8b765dc1f68eb142c7,state_machine_runner,long,T0,time_decay,321,higher_confidence_watchlist,16.60131961107254,-4.224158823490143,16.333001852035522,0.2683177590370178,0.0776333769738674,cluster_a1c7c0921b,17.05304905772209
v6_57d9efd19d064c77b2,contrarian_crash_fade,long,30s,time_decay,321,higher_confidence_watchlist,16.526153683662415,-4.224158823490143,16.257835924625397,0.2683177590370178,0.077324901330471,cluster_f974b1c3cd,16.977883130311966
v6_255d34829b8f4ce0ec,oi_funding_continuation,long,1m,time_decay,318,higher_confidence_watchlist,16.455386579036713,-4.224158823490143,16.187068819999695,0.2683177590370178,0.0768803935945034,cluster_7b8dc9a106,16.907116025686264
v6_bb768efadbf33a59e1,oi_funding_continuation,long,1m,time_decay,354,higher_confidence_watchlist,16.455386579036713,-4.224158823490143,16.187068819999695,0.2683177590370178,0.0767705222547054,cluster_124985ef5e,16.907116025686264
v6_19beffe26725f74db9,state_machine_runner,long,T0,time_decay,381,higher_confidence_watchlist,16.240784525871277,-4.224158823490143,15.97246676683426,0.26831775903701605,0.0760101688981056,cluster_cd16a7db8b,16.69251397252083
v6_07419b6c1456436c41,freshness_strict_confirmation,long,5m,time_decay,153,higher_confidence_watchlist,17.02806204557419,-4.224158823490143,16.75974428653717,0.2683177590370178,0.0757798027694225,cluster_83efd3f2dd,17.47979149222374
v6_7b97f0a43867f5bc50,premium_basis_overheat,long,5m,time_decay,106,higher_confidence_watchlist,17.093954980373383,-4.224158823490143,16.825637221336365,0.2683177590370178,0.0755621534287929,cluster_f647eb04d1,17.545684427022934
v6_966197b3ac43ad35d5,premium_basis_overheat,long,1m,time_decay,106,higher_confidence_watchlist,16.823983192443848,-4.224158823490143,16.55566394329071,0.2683192491531372,0.0749418098926544,cluster_1d4da636fe,17.2757126390934
v6_df8f2427774017d653,freshness_strict_confirmation,long,30s,failed_continuation,334,higher_confidence_watchlist,17.804476618766785,-5.224158987402916,17.536158859729767,0.2683177590370178,0.0742962711006403,cluster_2f55be8c30,18.256206065416336
v6_b13272b2580ddf3eda,freshness_strict_confirmation,long,30s,failed_continuation,334,higher_confidence_watchlist,17.804476618766785,-5.224158987402916,17.536158859729767,0.2683177590370178,0.0742962711006403,cluster_6b93477dba,18.256206065416336
v6_6c948533a9ae18b621,freshness_strict_confirmation,long,30s,failed_continuation,334,higher_confidence_watchlist,17.804476618766785,-5.224158987402916,17.536158859729767,0.2683177590370178,0.0742962711006403,cluster_80d26a0249,18.256206065416336
v6_c44f5aec54a24305b1,oi_funding_continuation,long,3m,time_decay,354,higher_confidence_watchlist,16.04085862636566,-4.224158823490143,15.772542357444763,0.26831626892089844,0.0739525584459304,cluster_6f87f815f2,16.492588073015213
v6_287f5136c9458ecfad,oi_funding_continuation,long,3m,time_decay,318,higher_confidence_watchlist,15.771225094795229,-4.224158823490143,15.502908825874329,0.2683162689209002,0.0728644196391105,cluster_5cd523b786,16.22295454144478
v6_5212fa99409f970009,premium_basis_overheat,long,5m,state_machine,202,higher_confidence_watchlist,15.837454795837402,-5.224158987402916,15.569135546684263,0.268319249153139,0.071948478141427,cluster_223a2a6a17,16.289184242486954
v6_484fa3767a75af7782,state_machine_runner,long,T0,state_machine,321,higher_confidence_watchlist,14.291994273662567,1.3227460905909538,14.02367651462555,0.2683177590370178,0.0717891783460974,cluster_7c35a05e6e,14.743723720312119
v6_4e1e29ef0067e843b4,oi_funding_continuation,long,1m,runner_trail,245,higher_confidence_watchlist,15.511934459209442,-5.224158987402916,15.243616700172424,0.2683177590370178,0.071374273070693,cluster_1dc84b6762,15.963663905858994
v6_b6d1eac573f68537f0,premium_basis_overheat,long,1m,state_machine,202,higher_confidence_watchlist,15.68090319633484,-5.224158987402916,15.41258692741394,0.2683162689209002,0.0709614907890558,cluster_76918573db,16.13263264298439
v6_090ab02762df1e6011,oi_funding_continuation,long,1m,time_decay,392,higher_confidence_watchlist,15.473392605781555,-4.224158823490143,15.205074846744536,0.2683177590370196,0.0699561027765274,cluster_00e9672329,15.925122052431107
v6_ea90c64a2869ff5f53,oi_funding_continuation,long,1m,time_decay,392,higher_confidence_watchlist,15.473392605781555,-4.224158823490143,15.205074846744536,0.2683177590370196,0.0699561027765274,cluster_f6fe85dd50,15.925122052431107
v6_1aae44d209c2656274,oi_funding_continuation,long,1m,time_decay,352,higher_confidence_watchlist,15.409716963768004,-4.224158823490143,15.141400694847109,0.2683162689208949,0.0697836447954177,cluster_62d1339426,15.861446410417555
v6_9c80a5edb22a73b774,oi_funding_continuation,long,1m,time_decay,352,higher_confidence_watchlist,15.409716963768004,-4.224158823490143,15.141400694847109,0.2683162689208949,0.0697836447954177,cluster_e05966fac2,15.861446410417555
v6_3405ad1bebc9415ce2,state_machine_runner,long,T0,time_decay,194,higher_confidence_watchlist,15.055795013904572,-4.224158823490143,14.787477254867554,0.2683177590370178,0.069437660831213,cluster_d4d7e298bc,15.507524460554123
v6_fb2ee0cf4edae75eea,freshness_strict_confirmation,long,5m,state_machine,375,higher_confidence_watchlist,15.301594138145449,-5.224158987402916,15.033276379108427,0.2683177590370214,0.069305818298459,cluster_ab36ab9c48,15.753323584795
v6_65e7dd83b7aa324017,state_machine_runner,long,T0,time_decay,194,higher_confidence_watchlist,15.055795013904572,-4.224158823490143,14.787477254867554,0.2683177590370178,0.069137660831213,cluster_e28d122976,15.507524460554123
v6_399a9a7628c43bc4dc,cross_channel_continuation,long,1m,runner_trail,284,higher_confidence_watchlist,14.656686782836914,-3.2241586595773697,14.388370513916016,0.26831626892089844,0.0684268483847379,cluster_cfdc4d9e72,15.108416229486465
v6_5a1244b70c0c1f01e4,cross_channel_continuation,long,3m,runner_trail,284,higher_confidence_watchlist,14.828619360923769,-3.2241586595773697,14.560303092002869,0.2683162689209002,0.0681058580011129,cluster_4dbb30084f,15.28034880757332
v6_20b69d9b5e29819ad4,contrarian_crash_fade,long,30s,state_machine,420,higher_confidence_watchlist,15.00624418258667,-5.224158987402916,14.737926423549652,0.2683177590370178,0.0677741034895181,cluster_0c295f039d,15.457973629236221
v6_049eb4c3a1be635c6b,freshness_strict_confirmation,long,30s,state_machine,375,higher_confidence_watchlist,14.96456116437912,-5.224158987402916,14.696243405342102,0.2683177590370178,0.0674258155316114,cluster_0520ce1ba6,15.416290611028671
v6_eae703285f664d603d,freshness_strict_confirmation,long,30s,state_machine,375,higher_confidence_watchlist,14.96456116437912,-5.224158987402916,14.696243405342102,0.2683177590370178,0.0674258155316114,cluster_f1d6e441f7,15.416290611028671
v6_cebaf4cff40e6ed7ff,state_machine_runner,long,T0,breakeven_ratchet,954,higher_confidence_watchlist,16.315671801567078,-5.224158987402916,16.04735404253006,0.2683177590370178,0.067147915521264,cluster_106b86b582,16.76740124821663
v6_47cfe713a322085295,state_machine_runner,long,T0,breakeven_ratchet,954,higher_confidence_watchlist,16.315671801567078,-5.224158987402916,16.04735404253006,0.2683177590370178,0.067147915521264,cluster_583308ff93,16.76740124821663
v6_2b5a4581d580ef0b8c,cross_channel_continuation,long,3m,breakeven_ratchet,392,higher_confidence_watchlist,16.544094681739807,-3.2241586595773697,16.27577692270279,0.2683177590370178,0.0669249379962682,cluster_be3128409b,16.99582412838936
v6_02339d259b1abcb7d0,state_machine_runner,long,T0,breakeven_ratchet,954,higher_confidence_watchlist,16.315671801567078,-5.224158987402916,16.04735404253006,0.2683177590370178,0.066847915521264,cluster_6462b7aef6,16.76740124821663
v6_67463f5d4fa68204f9,state_machine_runner,long,T0,breakeven_ratchet,954,higher_confidence_watchlist,16.315671801567078,-5.224158987402916,16.04735404253006,0.2683177590370178,0.066847915521264,cluster_c70fd6c9bb,16.76740124821663
v6_06a5ef103467b2b420,oi_funding_continuation,long,3m,time_decay,392,higher_confidence_watchlist,14.892961084842682,-4.224158823490143,14.624643325805664,0.2683177590370178,0.0666887050449848,cluster_9940dbe60d,15.344690531492233
v6_dd645d04f0087f2ac6,state_machine_runner,long,T0,state_machine,420,higher_confidence_watchlist,14.66468870639801,-5.224158987402916,14.396372437477112,0.26831626892089844,0.0664777107983827,cluster_fb0a34aa93,15.116418153047562
v6_b532aaa73dc86fe528,premium_basis_overheat,long,30s,breakeven_ratchet,954,higher_confidence_watchlist,16.359075903892517,-5.224158987402916,16.0907581448555,0.2683177590370178,0.0662154625564813,cluster_266f6863e7,16.81080535054207
v6_50d5cd58635d905ffd,freshness_strict_confirmation,long,5m,failed_continuation,334,higher_confidence_watchlist,16.826292872428894,-5.224158987402916,16.557975113391876,0.2683177590370178,0.0661820762306451,cluster_3dd300e890,17.278022319078445
v6_9ad94f73c8256d4c09,freshness_strict_confirmation,long,5m,failed_continuation,334,higher_confidence_watchlist,16.826292872428894,-5.224158987402916,16.557975113391876,0.2683177590370178,0.0661820762306451,cluster_62769c921b,17.278022319078445
v6_f70af38bcd3d3241bb,state_machine_runner,long,T0,state_machine,420,higher_confidence_watchlist,14.66468870639801,-5.224158987402916,14.396372437477112,0.26831626892089844,0.0661777107983827,cluster_9175e39a68,15.116418153047562
v6_1df3e87501c73451dc,oi_funding_continuation,long,3m,time_decay,352,higher_confidence_watchlist,14.712080359458923,-4.224158823490143,14.443764090538023,0.2683162689209002,0.0657556225061416,cluster_e274324f8d,15.163809806108475
v6_5fd8d71833e2bdc03e,state_machine_runner,long,T0,breakeven_ratchet,420,higher_confidence_watchlist,16.381290555000305,-5.224158987402916,16.112972795963287,0.2683177590370178,0.0653542916685342,cluster_921feefafb,16.833020001649857
v6_d1c43a663afa9832be,state_machine_runner,long,T0,breakeven_ratchet,420,higher_confidence_watchlist,16.381290555000305,-5.224158987402916,16.112972795963287,0.2683177590370178,0.0650542916685342,cluster_a2498c714c,16.833020001649857
v6_59a1c6e4051d2c9b92,premium_basis_overheat,long,5m,time_decay,366,higher_confidence_watchlist,14.539048075675964,-4.224158823490143,14.270730316638948,0.26831775903701605,0.0643838075876235,cluster_0e032921f3,14.990777522325516
v6_060b773eb539b79316,contrarian_crash_fade,long,30s,runner_trail,420,higher_confidence_watchlist,14.065444469451904,-5.224158987402916,13.797126710414886,0.2683177590370178,0.0640640201002359,cluster_0b7826be47,14.517173916101456
v6_0e881c4a17252008a9,contrarian_crash_fade,long,30s,breakeven_ratchet,420,higher_confidence_watchlist,16.44441783428192,-5.224158987402916,16.176100075244904,0.2683177590370178,0.0635074647098779,cluster_783322ff4f,16.896147280931473
v6_a6a7e949d5a0475d9c,state_machine_runner,long,T0,failed_continuation,420,higher_confidence_watchlist,16.285541653633118,-5.224158987402916,16.0172238945961,0.2683177590370178,0.0632610063463449,cluster_173a8ccd97,16.73727110028267
v6_14739f4346590cc778,state_machine_runner,long,T0,failed_continuation,420,higher_confidence_watchlist,16.285541653633118,-5.224158987402916,16.0172238945961,0.2683177590370178,0.0629610063463449,cluster_4d7a2d4ccf,16.73727110028267
v6_0a54b68acb5cbfa1e5,state_machine_runner,long,T0,runner_trail,420,higher_confidence_watchlist,13.750162720680237,-5.224158987402916,13.48184496164322,0.26831775903701605,0.062890427878499,cluster_bef4afd766,14.201892167329788
v6_0c0a03713a047e87ea,state_machine_runner,long,T0,runner_trail,420,higher_confidence_watchlist,13.750162720680237,-5.224158987402916,13.48184496164322,0.26831775903701605,0.062590427878499,cluster_483d0c8a6f,14.201892167329788
v6_10bf7990cd3a30480b,state_machine_runner,long,T0,indicator_invalidation,102,higher_confidence_watchlist,13.848797976970673,-5.224158987402916,13.580480217933657,0.26831775903701605,0.0622812235683202,cluster_0716da5827,14.300527423620224
v6_7a3c0ee96129736c5e,premium_basis_overheat,long,30s,failed_continuation,420,higher_confidence_watchlist,16.33826196193695,-5.224158987402916,16.069944202899933,0.2683177590370178,0.0622279854446649,cluster_f20c54eb65,16.789991408586502
v6_36410afd2943879e35,state_machine_runner,long,T0,failed_continuation,954,higher_confidence_watchlist,15.998563170433044,-5.224158987402916,15.730245411396028,0.26831775903701605,0.062071650186181,cluster_9cac6f6ab8,16.450292617082596
v6_ed4eb045811c6a95ea,state_machine_runner,long,T0,failed_continuation,954,higher_confidence_watchlist,15.998563170433044,-5.224158987402916,15.730245411396028,0.26831775903701605,0.062071650186181,cluster_c33a602244,16.450292617082596
v6_6369d83018b5f022c9,state_machine_runner,long,T0,indicator_invalidation,102,higher_confidence_watchlist,13.848797976970673,-5.224158987402916,13.580480217933657,0.26831775903701605,0.0619812235683202,cluster_23e3712763,14.300527423620224
v6_4e58403f555a9c81b9,state_machine_runner,long,T0,failed_continuation,954,higher_confidence_watchlist,15.998563170433044,-5.224158987402916,15.730245411396028,0.26831775903701605,0.061771650186181,cluster_c2bfea91df,16.450292617082596
